Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alsoHasRank,alsoKnownAs,capturedLocation,hasBodyPart,hasCharacteristic,hasName,hasRank,hasShape,hasStatus,http://bioportal.bioontology.org/ontologies/FISHO#addedBy,http://bioportal.bioontology.org/ontologies/FISHO#citation,http://bioportal.bioontology.org/ontologies/FISHO#commentSource,http://bioportal.bioontology.org/ontologies/FISHO#contributor,http://bioportal.bioontology.org/ontologies/FISHO#creator,http://bioportal.bioontology.org/ontologies/FISHO#definition,http://bioportal.bioontology.org/ontologies/FISHO#definitionSource,http://bioportal.bioontology.org/ontologies/FISHO#description,http://bioportal.bioontology.org/ontologies/FISHO#has_obo_namespace,http://bioportal.bioontology.org/ontologies/FISHO#id,http://bioportal.bioontology.org/ontologies/FISHO#is_ancient_species,http://bioportal.bioontology.org/ontologies/FISHO#modified,http://bioportal.bioontology.org/ontologies/FISHO#status,http://bioportal.bioontology.org/ontologies/FISHO#title,http://bioportal.bioontology.org/ontologies/FISHO#usedIn,http://data.bioontology.org/metadata/prefixIRI,http://mybiodiversityontologies.um.edu.my/FO.owl#contributor,http://mybiodiversityontologies.um.edu.my/FO.owl#creator,http://mybiodiversityontologies.um.edu.my/FO.owl#description,http://mybiodiversityontologies.um.edu.my/FO.owl#modified,http://mybiodiversityontologies.um.edu.my/FO.owl#title,http://purl.obolibrary.org/obo/created_by,http://purl.obolibrary.org/obo/def,http://purl.obolibrary.org/obo/definition,http://purl.obolibrary.org/obo/ncbitaxon#has_rank,http://purl.obolibrary.org/obo/vto#has_rank,http://purl.obolibrary.org/obo/vto#is_extinct,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOWL#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonymType,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOWL#xref,http://www.w3.org/2004/02/skos/core#notation,isAssociatedWith,isCapturedBy,isCharacteristicFor,isCommonNamesIn,isComposedOf,isConsideredAs,isDevelopedFrom,isDifferentFrom,isGroupFor,isKnownAs,isNameFor,isNotGroupFor,isOrganFor,isPartOf,isRankFor,isSimilarTo,isStatusFor,isToolsToCapture
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000109,Chondrocranium,,Derived from embryonic cartilaginous braincase. The chondrocranium of bony fishes is derived from cartilaginous capsules that formed around sense organs.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000207,,,,,,,,,,,,,,,,,,,FISHO:0000109,,,,,,FISHO:FISHO_0000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000101,CausesOfThreat,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000270,,,,,,,,,,,,,,,,,,,FISHO:0000101,,,,,,FISHO:FISHO_0000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000105,Protolarva,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000380,,,,,,,,,,,,,,,,,,,FISHO:0000105,,,,,,FISHO:FISHO_0000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000108,CtenoidScales,,"Are almost completely dermal. There is no enamel-like layer except perhaps the ctenii (teeth on posterior border) and the most posterior and superficial ridges of the scale.

These types of scales evolved from ganoid scales by loss of the ganoine and thinning of the bony dermal plate.

Have ctenii formed as separate ossification distinct from the main body of the scale.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000244,,,,,,,,,,,,,,,,,,,FISHO:0000108,,,,,,FISHO:FISHO_0000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000478,ShortMackerel,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000174,,,,,,,,,,,,,,,,,,,FISHO:0000478,,,,,,FISHO:FISHO_0000478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000477,LobeFin,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000424,,,,,,,,,,,,,,,,,,,FISHO:0000477,,,,,,FISHO:FISHO_0000477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000479,Burao,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000143,,,,,,,,,,,,,,,,,,,FISHO:0000479,,,,,Philippines,FISHO:FISHO_0000479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000476,LobeFinnedFish,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000379,,,,,,,,,,,,,,,,,,,FISHO:0000476,,,,,,FISHO:FISHO_0000476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000261,AppendicularSkeleton,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000092,,,,,,,,,,,,,,,,,,,FISHO:0000261,,,,,,FISHO:FISHO_0000261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000260,Entopterygoid,,Thin bones that roof the mouth. Also known as Mesopterygoids.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000273,,,,,,,,,,,,,,,,,,,FISHO:0000260,,,,,,FISHO:FISHO_0000260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000262,Muscles,,"Fish muscle is structurally similar to that of other vertebrates, and fishes possess the same three kinds of muscles, but differ in that a greater proportion (40-60%) of the mass of the fish's muscle is made up of locomotory muscle.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000165,,,,,,,,,,,,,,,,,,,FISHO:0000262,,,,,,FISHO:FISHO_0000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000268,BySize,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000278,,,,,,,,,,,,,,,,,,,FISHO:0000268,,,,,,FISHO:FISHO_0000268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000265,BeamTrawl,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000259,,,,,,,,,,,,,,,,,,,FISHO:0000265,,,,,,FISHO:FISHO_0000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000269,River,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000192,,,,,,,,,,,,,,,,,,,FISHO:0000269,,,,,"Chong, V. C., Lee, P. K. Y., & Lau, C. M. (2010). Diversity, extinction risk and conservation of Malaysian fishes. Journal of fish biology, 76(9), 2009-2066",FISHO:FISHO_0000269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000266,Crayfish,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000506,,,,,,,,,,,,,,,,,,,FISHO:0000266,,,,,,FISHO:FISHO_0000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000267,Abundance,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000212,,,,,,,,,,,,,,,,,,,FISHO:0000267,,,,,"Prof Chong Data Collection in Matang, 1988 - 1993",FISHO:FISHO_0000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000047,Supraethmoid,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000016|http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000112,,,,,,,,,,,,,,,,,,,FISHO:0000047,,,,,,FISHO:FISHO_0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000040,TrapNet,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000259,,,,,,,,,,,"Coker, G. A., Ming, D. L., & Randall, R. G. (2006). A review of fish sampling methods commonly used in Canadian freshwater habitats. Burlington, Ontario: Fisheries and Oceans Canada.",,,,,,,,FISHO:0000040,,,,,,FISHO:FISHO_0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000048,Typhlosole,,A fold in the intestinal walls.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000084,,,,,,,,,,,,,,,,,,,FISHO:0000048,,,,,,FISHO:FISHO_0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000043,ByVulnerability,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000278,,,,,,,,,,,,,,,,,,,FISHO:0000043,,,,,,FISHO:FISHO_0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000045,Notochord,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000165,,,,,,,,,,,,,,,,,,,FISHO:0000045,,,,,,FISHO:FISHO_0000045,,,,,,,,,,,,,UBERON:0002328,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000046,FarInshore,,Quite far at sea but still close to the shore.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000192,,,,,,,,,,,,,,,,,,,FISHO:0000046,,,,,,FISHO:FISHO_0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000044,Intestine,,"Is lined with simple columnar epithelium and goblet cells. Usually no multicellular glands are present. The chief exception to this is Cods (Gadidae), which have small tubular glands in intestinal wall.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000084,,,,,,,,,,,,,,,,,,,FISHO:0000044,,,,,,FISHO:FISHO_0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000060,SpecialJuvenile,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000142,,,,,,,,,,,,,,,,,,,FISHO:0000060,,,,,,FISHO:FISHO_0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000069,BeakInfusedTeeth,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000414,,,,,,,,,,,,,,,,,"Teeth fused into beaks for scraping algae off corals, as in parrotfishes (Scaridae) and Pacific knifejaws (Oplegnathidae), or for biting crustaceans or echinoderms, as in blowfishes (Tetraodontiformes)",,FISHO:0000069,,,In review,,,FISHO:FISHO_0000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000063,MedianFins,,"Consist of the dorsal, anal, and adipose fins along the dorsal and ventral profiles of the fish. In Jawless fishes, cartilaginous rods support the median fins.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000261,,,,,,,,,,,,,,,,,,,FISHO:0000063,,,,,,FISHO:FISHO_0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000064,StandardLength,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000027,,,,,,,,,,,,,,,,,,,FISHO:0000064,,,,,"Prof Chong Data Collection in Matang, 1988 - 1993",FISHO:FISHO_0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000062,SnoutLength,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000178,,,,,,,,,,,,,,,,,,,FISHO:0000062,,,In Review,,,FISHO:FISHO_0000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000061,FishSampling,,"Fish Sampling is an experiment done to sample fish in order to know its details. Sampling is undertaken to obtain information about characteristics of fish populations or communities, often in relation to the habitats they occupy. The characteristics that are of interest and the accuracy with which these must be estimated determine the sampling approach that is required.",false,,,http://www.w3.org/2002/07/owl#Thing,,,,,,,,,,,,,,,,,,,FISHO:0000061,,,,,,FISHO:FISHO_0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000068,Extant,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000164,,,,,,,,,,,,,,,,,,,FISHO:0000068,,,"(""Living"") fishes, therefore represent the most recent manifestations of adaptations and lineages that have their roots in the early Paleozoic.|Helfman, G., Collette, B. B., Facey, D. E., & Bowen, B. W. (2009). The diversity of fishes: biology, evolution, and ecology. John Wiley & Sons.",,,FISHO:FISHO_0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000417,EleutheroEmbryo,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000380,,,,,,,,,,,,,,,,,,,FISHO:0000417,,,,,,FISHO:FISHO_0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000419,Tide,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000151,,,,,,,,,,,,,,,,,,,FISHO:0000419,,,,,,FISHO:FISHO_0000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000411,Maturity,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000151|http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000336,,,,,,,,,,,,,,,,,,,FISHO:0000411,,,,,,FISHO:FISHO_0000411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000413,ReachingJuvenile,,"Attain Juvenile body proportions, pigment, habits",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000071,,,,,,,,,,,,,,,,,,,FISHO:0000413,,,,,,FISHO:FISHO_0000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000416,Premaxillae,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000238,,,,,,,,,,,,,,,,,,,FISHO:0000416,,,,,,FISHO:FISHO_0000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000410,PopulationDensity,,a measure of the number of organisms that make up a population in a defined area.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000212,,,,,,,,,,,,,,,,,,,FISHO:0000410,,,,,,FISHO:FISHO_0000410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000415,Spring,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000419,,,,,,,,,,,,,,,,,,,FISHO:0000415,,,,,"Prof Chong Data Collection in Matang, 1988 - 1993",FISHO:FISHO_0000415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000414,Teeth,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000032,,,,,,,,,,,,,,,,,,,FISHO:0000414,,,,,,FISHO:FISHO_0000414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000412,Hatching,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000071,,,,,,,,,,,,,,,,,,,FISHO:0000412,,,,,,FISHO:FISHO_0000412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000089,CheekMuscle,,"There are seven principal muscles are involved in opening and closing the jaws, suspensorium, and operculum during feeding and breathing. The major muscdles are the adductor mandibulae, the levator arcus palatini, the dilator operculi, the adductor operculi,  the levator operculi, the adductor arcus palatini, and the adductor hyomandibulae. In addition there are also pharyngeal muscles or retractores arcuum branchialium which funtion in operating the pharyngeal jaw.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000262,,,,,,,,,,,,,,,,,,,FISHO:0000089,,,,,,FISHO:FISHO_0000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000084,AlimentaryCanal,,"Also known as alimentary tract, or digestive tract.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000165,,,,,,,,,,,,,,,,,,,FISHO:0000084,,,,,,FISHO:FISHO_0000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000087,BasicranialRegion,,"Three sets of cartilage bones, one pair plus two median bones, form the cranial base, which is the paired lateral exoccipitals, the median basioccipital, and dorsal median supraoccipital. The only dermal bone is the median parasphenoid",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000312,,,,,,,,,,,,,,,,,,,FISHO:0000087,,,,,,FISHO:FISHO_0000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000086,MolecularCharacters,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000013,,,,,,,,,,,,,,,,,,,FISHO:0000086,,,,,,FISHO:FISHO_0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000080,Inlet,,"A small arm of the sea, a lake, or a river.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000192,,,,,,,,,,,,,,,,,,,FISHO:0000080,,,,,,FISHO:FISHO_0000080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000082,Late,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000142,,,,,,,,,,,,,,,,,,,FISHO:0000082,,,,,,FISHO:FISHO_0000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000085,LongtailCarpetShark,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000174,,,,,,,,,,,,,,,,,,,FISHO:0000085,,,,,,FISHO:FISHO_0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000081,Sample,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000284,,,,,,,,,,,,,,,,,,,FISHO:0000081,,,,,,FISHO:FISHO_0000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000088,Jellyfish,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000506,,,,,,,,,,,,,,,,,,,FISHO:0000088,,,,,,FISHO:FISHO_0000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000393,Subopercle,,Is the inermost and most posterior element. It overlies parts of the other three opercular bones.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000161,,,,,,,,,,,,,,,,,,,FISHO:0000393,,,,,,FISHO:FISHO_0000393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000398,HeadLength,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000178,,,,,,,,,,,,,,,,,,,FISHO:0000398,,,,,,FISHO:FISHO_0000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000391,SpeciesRichness,,"Is the number of different species represented in an ecological community, landscape or region.
A count of species, and it does not take into account the abundances of the species or their relative abundance distributions.
Takes into account both species richness and species evenness.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000212,,,,,,,,,,,,,,,,,,,FISHO:0000391,,,,,,FISHO:FISHO_0000391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000396,AnatomicalCharacters,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000013,,,,,,,,,,,,,,,,,,,FISHO:0000396,,,,,,FISHO:FISHO_0000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000399,ByLifeSpan,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000278,,,,,,,,,,,,,,,,,,,FISHO:0000399,,,,,,FISHO:FISHO_0000399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000390,SpinoidScales,,Have spines continous with the main body of the scales.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000244,,,,,,,,,,,,,,,,,,,FISHO:0000390,,,,,,FISHO:FISHO_0000390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000395,VertebralColumn,,"Vertebrae which arise and form around the notochord where muscular myosepta intersect with dorsal, ventral, and horizontal septa.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000184,,,,,,,,,,,,,,,,,,,FISHO:0000395,,,,,,FISHO:FISHO_0000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000011,Epidermis,,Is ectodermal in origin.,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000335,,,,,,,,,,,,,,,,,,,FISHO:0000011,,,,,,FISHO:FISHO_0000011,,,,,,,,,,,,,TAO:0000105|ZFA:0000105,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000014,ShellSkinned,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000424,,,,,,,,,,,,,,,,,,,FISHO:0000014,,,,,,FISHO:FISHO_0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000015,Vomer,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000016|http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000099,,,,,,,,,,,,,,,,,,,FISHO:0000015,,,,,,FISHO:FISHO_0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000016,EthmoidRegion,,"Remains variably cartilaginous even in adults of most teleosts, but there are also dermal elements fused to some of these bones. Two main sets of cartilage bones form the ethmoid region, which is the paired lateral ethmoids (or parethmoids) and the median chondral ethmoid (or supraethmoid). There are two sets of dermal bones in this region which is or the median often dentigerous (tooth bearing ) vomer, which may be absent in a few teleosts, , and the nasals which are lateral to ethmoid region.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000312,,,,,,,,,,,,,,,,,,,FISHO:0000016,,,,,,FISHO:FISHO_0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000010,LabyrinthOrgan,,"The Anabantoidei are a suborder of perciform ray-finned freshwater fish distinguished by their possession of a lung-like labyrinth organ, which enables them to breathe air.",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000422,,,,,,,,,,,,,,,,,,,FISHO:0000010,,,,,,FISHO:FISHO_0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000013,FishTaxonomicCharacters,,"Taxonomic characters can be meristic (countable), morphometric (measureable), morphological (including color),cytological, behavioral, electrophoretic, or molecular (nuclear or mitpchondrial)",false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000152,,,,,,,,,,Mohd Najib,"Helfman, G., Collette, B. B., Facey, D. E., & Bowen, B. W. (2009). The diversity of fishes: biology, evolution, and ecology. John Wiley & Sons.","Helfman, G., Collette, B. B., Facey, D. E., & Bowen, B. W. (2009). The diversity of fishes: biology, evolution, and ecology. John Wiley & Sons.",,,,,,,FISHO:0000013,,,,,,FISHO:FISHO_0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000299,FishDatabases,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000152,,,,,,,,,,,,,,,,,,,FISHO:0000299,,,In Review,,,FISHO:FISHO_0000299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000296,YolkSacAbsorbed,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000071,,,,,,,,,,,,,,,,,,,FISHO:0000296,,,,,,FISHO:FISHO_0000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000297,OffshoreWater,,,false,,,http://bioportal.bioontology.org/ontologies/FISHO#FISHO_0000192,,,,,,,,,,,,,,,,,,,FISHO:0000297,,,,,"Chong, V. C., Lee, P. K. Y., & Lau, C. M. (2010). Diversity, extinction risk and conservation of Malaysian fishes. Journal of fish biology, 76(9), 2009-2066",FISHO:FISHO_0000297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
